Order_ID,Order_Date,Product_Name,Category,Region,Quantity,Unit_Price,Discount,Inventory_Available,Marketing_Spend,Revenue,Month,Quarter,Year
2518,2025-03-24,Wardrobe,Furniture,South,9,7915,8,372,7241,71235,3,1,2025
2519,2024-08-24,Sofa,Furniture,West,4,12276,20,203,5656,49104,8,3,2024
2520,2025-04-29,Wardrobe,Furniture,North,12,14553,16,128,2299,174636,4,2,2025
2521,2023-07-11,Office Chair,Furniture,North,9,34458,5,482,2349,310122,7,3,2023
2522,2025-06-22,Wardrobe,Furniture,East,16,37200,9,130,5556,595200,6,2,2025
2523,2023-08-25,Coffee Table,Furniture,West,9,43545,3,277,3947,391905,8,3,2023
2524,2022-08-03,Bed,Furniture,South,14,42317,16,277,9433,592438,8,3,2022
2525,2024-03-03,Sofa,Furniture,East,19,47309,0,247,3479,898871,3,1,2024
2526,2024-12-02,Wardrobe,Furniture,South,14,16461,9,121,7655,230454,12,4,2024
2527,2025-09-18,Dining Table,Furniture,North,11,39487,20,335,6792,434357,9,3,2025
2528,2024-06-07,Office Chair,Furniture,East,18,36783,11,165,6014,662094,6,2,2024
2529,2023-04-20,Bookshelf,Furniture,East,1,40074,8,411,4231,40074,4,2,2023
2530,2023-01-23,Wardrobe,Furniture,North,10,46578,13,170,3720,465780,1,1,2023
2531,2024-07-10,Bookshelf,Furniture,North,16,27379,19,336,2321,438064,7,3,2024
2532,2022-08-20,Office Chair,Furniture,South,5,14344,8,70,1970,71720,8,3,2022
2533,2023-06-15,Coffee Table,Furniture,West,15,36528,9,152,4646,547920,6,2,2023
2534,2022-05-11,Bed,Furniture,West,17,23252,7,258,2907,395284,5,2,2022
2535,2024-08-20,Bed,Furniture,South,15,12634,6,60,9532,189510,8,3,2024
2536,2024-03-01,Study Table,Furniture,East,16,5929,4,91,1201,94864,3,1,2024
2537,2023-11-02,Study Table,Furniture,North,15,38093,7,304,4050,571395,11,4,2023
2538,2022-04-30,Coffee Table,Furniture,West,20,26433,14,396,6508,528660,4,2,2022
2539,2024-09-02,Sofa,Furniture,West,16,24419,13,351,7811,390704,9,3,2024
2540,2023-05-19,Dining Table,Furniture,East,15,45376,10,136,8171,680640,5,2,2023
2541,2024-06-21,Office Chair,Furniture,North,18,21919,12,165,2269,394542,6,2,2024
2542,2023-01-03,Bookshelf,Furniture,North,4,37137,20,160,4193,148548,1,1,2023
2543,2025-04-18,Office Chair,Furniture,East,6,27574,7,200,5912,165444,4,2,2025
2544,2022-12-03,Bed,Furniture,North,12,21632,13,254,4438,259584,12,4,2022
2545,2025-10-28,Sofa,Furniture,West,9,16061,11,63,2741,144549,10,4,2025
2546,2025-09-10,Bookshelf,Furniture,South,3,26283,6,291,6247,78849,9,3,2025
2547,2024-06-15,Coffee Table,Furniture,North,6,20445,10,397,9760,122670,6,2,2024
2548,2022-08-23,Wardrobe,Furniture,West,18,25186,14,251,9929,453348,8,3,2022
2549,2024-06-02,Office Chair,Furniture,West,10,47171,14,169,3638,471710,6,2,2024
2550,2023-06-19,Bookshelf,Furniture,South,20,33454,3,477,4152,669080,6,2,2023
2551,2023-08-26,Wardrobe,Furniture,South,20,3449,1,359,5845,68980,8,3,2023
2552,2022-02-01,Bookshelf,Furniture,North,14,25007,15,156,6522,350098,2,1,2022
2553,2022-03-12,Coffee Table,Furniture,West,19,6266,11,319,4436,119054,3,1,2022
2554,2025-01-02,Study Table,Furniture,North,14,31921,18,150,4302,446894,1,1,2025
2555,2025-01-19,Sofa,Furniture,North,5,13754,9,471,4955,68770,1,1,2025
2556,2024-08-16,Bed,Furniture,South,1,2800,17,463,8510,2800,8,3,2024
2557,2023-06-20,Office Chair,Furniture,North,8,46687,12,318,9312,373496,6,2,2023
2558,2025-02-23,Bed,Furniture,South,5,28331,13,188,1699,141655,2,1,2025
2559,2022-08-02,Office Chair,Furniture,East,13,20620,10,473,6648,268060,8,3,2022
2560,2025-06-03,Bed,Furniture,North,4,41688,16,150,3986,166752,6,2,2025
2561,2022-08-14,Dining Table,Furniture,South,15,4563,15,196,4106,68445,8,3,2022
2562,2024-09-23,Sofa,Furniture,South,18,44598,6,317,6678,802764,9,3,2024
2563,2025-03-10,Sofa,Furniture,South,4,44038,6,460,2675,176152,3,1,2025
2564,2022-07-02,Wardrobe,Furniture,East,11,16163,9,260,6569,177793,7,3,2022
2565,2022-01-20,Bed,Furniture,West,14,23739,9,490,2210,332346,1,1,2022
2566,2025-08-04,Office Chair,Furniture,West,5,30116,1,209,4866,150580,8,3,2025
2567,2022-02-16,Coffee Table,Furniture,East,20,45786,0,157,7867,915720,2,1,2022
2568,2025-12-07,Wardrobe,Furniture,North,2,49423,18,84,7442,98846,12,4,2025
2569,2022-11-05,Sofa,Furniture,West,4,7783,20,293,2073,31132,11,4,2022
2570,2024-03-30,Bed,Furniture,South,7,44569,11,441,2275,311983,3,1,2024
2571,2022-04-15,Bed,Furniture,West,14,29786,1,441,3505,417004,4,2,2022
2572,2025-06-30,Sofa,Furniture,North,2,40262,20,431,7455,80524,6,2,2025
2573,2023-02-23,Study Table,Furniture,West,3,27704,2,381,2516,83112,2,1,2023
2574,2024-04-07,Coffee Table,Furniture,South,16,36874,6,327,3500,589984,4,2,2024
2575,2023-05-13,Bookshelf,Furniture,South,4,4543,9,141,4863,18172,5,2,2023
2576,2024-02-29,Wardrobe,Furniture,North,19,36183,11,496,8141,687477,2,1,2024
2577,2022-03-20,Study Table,Furniture,East,3,36776,10,275,6725,110328,3,1,2022
2578,2024-05-09,Coffee Table,Furniture,West,18,27120,5,336,3730,488160,5,2,2024
2579,2022-04-23,Bed,Furniture,South,8,21542,11,198,2354,172336,4,2,2022
2580,2022-10-04,Sofa,Furniture,North,17,25120,15,141,8297,427040,10,4,2022
2581,2025-07-21,Wardrobe,Furniture,North,13,24063,3,359,1443,312819,7,3,2025
2582,2025-08-03,Office Chair,Furniture,South,19,30488,2,457,2045,579272,8,3,2025
2583,2022-12-14,Office Chair,Furniture,East,11,41674,0,436,8264,458414,12,4,2022
2584,2022-08-26,Wardrobe,Furniture,South,16,43425,15,413,5038,694800,8,3,2022
2585,2022-11-09,Bed,Furniture,East,16,21413,2,195,7652,342608,11,4,2022
2586,2024-08-24,Dining Table,Furniture,East,17,6998,18,330,1930,118966,8,3,2024
2587,2023-06-22,Dining Table,Furniture,North,14,20067,5,363,6117,280938,6,2,2023
2588,2022-05-04,Bookshelf,Furniture,North,2,41815,17,180,8196,83630,5,2,2022
2589,2025-04-15,Bed,Furniture,South,13,24762,10,308,6977,321906,4,2,2025
2590,2022-09-17,Bed,Furniture,North,7,33503,1,380,5020,234521,9,3,2022
2591,2025-10-15,Bed,Furniture,East,5,47033,13,101,1841,235165,10,4,2025
2592,2023-09-24,Study Table,Furniture,East,6,44653,13,460,9988,267918,9,3,2023
2593,2024-12-15,Office Chair,Furniture,North,15,32613,20,98,9746,489195,12,4,2024
2594,2022-02-08,Coffee Table,Furniture,West,19,29553,13,200,3092,561507,2,1,2022
2595,2025-05-18,Office Chair,Furniture,South,20,2094,0,305,8198,41880,5,2,2025
2596,2024-04-18,Sofa,Furniture,South,20,30016,9,441,2779,600320,4,2,2024
2597,2022-01-27,Bed,Furniture,West,13,12493,6,303,1688,162409,1,1,2022
2598,2025-04-11,Wardrobe,Furniture,West,4,22288,11,333,6737,89152,4,2,2025
2599,2023-10-18,Office Chair,Furniture,North,16,30783,10,359,4878,492528,10,4,2023
2600,2024-11-25,Office Chair,Furniture,South,7,29760,5,493,2678,208320,11,4,2024
2601,2022-08-04,Wardrobe,Furniture,South,20,11946,5,447,9419,238920,8,3,2022
2602,2024-07-04,Bookshelf,Furniture,West,3,15589,11,178,9999,46767,7,3,2024
2603,2023-12-22,Wardrobe,Furniture,East,4,37961,6,119,3110,151844,12,4,2023
2604,2022-08-30,Office Chair,Furniture,East,18,4964,7,273,4579,89352,8,3,2022
2605,2025-07-24,Dining Table,Furniture,North,14,32744,3,346,6945,458416,7,3,2025
2606,2025-10-21,Coffee Table,Furniture,South,2,2136,10,343,3909,4272,10,4,2025
2607,2022-05-16,Study Table,Furniture,North,13,31427,9,125,5137,408551,5,2,2022
2608,2024-11-14,Coffee Table,Furniture,West,11,7856,17,173,2338,86416,11,4,2024
2609,2023-10-19,Coffee Table,Furniture,East,3,39848,19,218,9165,119544,10,4,2023
2610,2023-04-22,Wardrobe,Furniture,North,8,37056,18,203,4934,296448,4,2,2023
2611,2025-07-13,Sofa,Furniture,West,11,35112,20,473,2739,386232,7,3,2025
2612,2023-01-11,Coffee Table,Furniture,West,12,4194,1,181,6057,50328,1,1,2023
2613,2023-05-06,Office Chair,Furniture,South,5,4812,2,497,5697,24060,5,2,2023
2614,2025-12-14,Sofa,Furniture,West,16,29614,16,445,3454,473824,12,4,2025
2615,2024-07-30,Dining Table,Furniture,North,11,23130,1,365,4799,254430,7,3,2024
2616,2024-11-03,Bookshelf,Furniture,South,12,33540,15,358,7501,402480,11,4,2024
2617,2022-12-07,Bed,Furniture,South,19,46849,0,164,4946,890131,12,4,2022
2618,2023-02-21,Bed,Furniture,North,12,9081,4,185,9357,108972,2,1,2023
2619,2025-10-16,Wardrobe,Furniture,East,3,11714,14,110,7749,35142,10,4,2025
2620,2023-08-24,Sofa,Furniture,East,15,15931,11,359,2540,238965,8,3,2023
2621,2023-12-27,Sofa,Furniture,West,2,19047,10,492,2782,38094,12,4,2023
2622,2025-10-02,Office Chair,Furniture,East,4,13693,13,352,4074,54772,10,4,2025
2623,2025-03-15,Wardrobe,Furniture,South,14,25453,7,78,6005,356342,3,1,2025
2624,2022-01-01,Bed,Furniture,South,9,25873,14,261,6024,232857,1,1,2022
2625,2022-07-17,Sofa,Furniture,South,3,12137,8,331,7906,36411,7,3,2022
2626,2022-09-11,Bookshelf,Furniture,South,20,17360,16,238,5176,347200,9,3,2022
2627,2023-08-14,Coffee Table,Furniture,South,19,41552,12,385,4538,789488,8,3,2023
2628,2025-12-25,Bookshelf,Furniture,West,2,21120,16,70,5212,42240,12,4,2025
2629,2024-02-07,Dining Table,Furniture,South,6,4976,4,250,2743,29856,2,1,2024
2630,2024-02-10,Dining Table,Furniture,South,13,27914,12,361,6046,362882,2,1,2024
2631,2025-04-14,Dining Table,Furniture,North,15,23236,8,385,9524,348540,4,2,2025
2632,2023-06-11,Study Table,Furniture,South,5,24135,11,187,5066,120675,6,2,2023
2633,2024-05-04,Sofa,Furniture,West,2,18897,7,439,2385,37794,5,2,2024
2634,2025-04-11,Coffee Table,Furniture,West,6,2406,20,467,4690,14436,4,2,2025
2635,2024-04-26,Office Chair,Furniture,West,15,31720,10,216,8046,475800,4,2,2024
2636,2024-11-11,Sofa,Furniture,South,9,49246,2,169,1452,443214,11,4,2024
2637,2024-11-29,Study Table,Furniture,East,2,18285,16,471,3345,36570,11,4,2024
2638,2023-03-21,Wardrobe,Furniture,North,16,19080,1,496,4848,305280,3,1,2023
2639,2022-01-15,Dining Table,Furniture,North,4,16096,20,190,7203,64384,1,1,2022
2640,2024-03-07,Bed,Furniture,South,14,46235,19,107,6070,647290,3,1,2024
2641,2024-12-04,Bookshelf,Furniture,West,13,47592,2,425,4077,618696,12,4,2024
2642,2024-04-22,Dining Table,Furniture,North,11,48203,16,371,5399,530233,4,2,2024
2643,2023-03-02,Study Table,Furniture,West,5,32258,20,234,6668,161290,3,1,2023
2644,2025-11-20,Coffee Table,Furniture,West,8,5009,1,388,6359,40072,11,4,2025
2645,2023-05-12,Study Table,Furniture,East,10,23966,2,441,7472,239660,5,2,2023
2646,2022-05-19,Office Chair,Furniture,South,18,22010,4,78,1792,396180,5,2,2022
2647,2024-07-29,Office Chair,Furniture,South,12,22834,16,294,6175,274008,7,3,2024
2648,2024-05-08,Sofa,Furniture,East,2,40034,14,331,6098,80068,5,2,2024
2649,2023-04-16,Dining Table,Furniture,East,15,33688,7,460,5876,505320,4,2,2023
2650,2024-08-06,Office Chair,Furniture,East,19,19397,8,474,4689,368543,8,3,2024
2651,2024-06-11,Office Chair,Furniture,North,18,5103,14,435,2401,91854,6,2,2024
2652,2024-06-26,Coffee Table,Furniture,North,5,11562,5,389,8189,57810,6,2,2024
2653,2025-04-26,Study Table,Furniture,East,8,42356,14,361,4375,338848,4,2,2025
2654,2024-10-23,Coffee Table,Furniture,North,4,40464,20,232,9778,161856,10,4,2024
2655,2024-12-04,Wardrobe,Furniture,East,16,46413,17,466,4211,742608,12,4,2024
2656,2024-03-28,Study Table,Furniture,South,15,48154,12,73,8646,722310,3,1,2024
2657,2024-09-30,Sofa,Furniture,East,14,47212,18,499,7465,660968,9,3,2024
2658,2024-03-03,Bookshelf,Furniture,South,13,25686,4,369,2281,333918,3,1,2024
2659,2024-05-04,Bookshelf,Furniture,West,6,20740,20,470,1620,124440,5,2,2024
2660,2023-03-01,Office Chair,Furniture,South,6,48479,7,336,6564,290874,3,1,2023
2661,2025-02-02,Sofa,Furniture,North,5,9377,0,61,7417,46885,2,1,2025
2662,2023-09-20,Bed,Furniture,North,18,30092,0,440,7669,541656,9,3,2023
2663,2022-10-15,Study Table,Furniture,West,19,17582,12,263,8213,334058,10,4,2022
2664,2024-12-24,Coffee Table,Furniture,South,20,43519,9,428,2116,870380,12,4,2024
2665,2023-09-28,Sofa,Furniture,West,3,15466,17,431,2074,46398,9,3,2023
2666,2024-11-26,Sofa,Furniture,East,5,40980,0,352,8879,204900,11,4,2024
2667,2023-02-11,Office Chair,Furniture,East,16,3322,2,289,6100,53152,2,1,2023
2668,2024-08-12,Office Chair,Furniture,East,4,18483,0,259,4110,73932,8,3,2024
2669,2022-05-03,Bookshelf,Furniture,West,11,25448,15,175,9070,279928,5,2,2022
2670,2023-03-14,Bed,Furniture,South,19,42473,10,194,7105,806987,3,1,2023
2671,2023-12-12,Sofa,Furniture,North,20,16784,1,312,1625,335680,12,4,2023
2672,2022-01-28,Dining Table,Furniture,East,7,47196,18,193,3561,330372,1,1,2022
2673,2022-10-06,Sofa,Furniture,East,14,9467,4,55,4202,132538,10,4,2022
2674,2023-07-23,Sofa,Furniture,South,17,4577,0,419,5034,77809,7,3,2023
2675,2024-07-26,Bed,Furniture,North,2,10824,0,465,3223,21648,7,3,2024
2676,2023-05-25,Bed,Furniture,West,9,15190,3,252,5562,136710,5,2,2023
2677,2025-10-03,Wardrobe,Furniture,East,1,39299,9,388,3051,39299,10,4,2025
2678,2022-05-31,Bed,Furniture,West,6,24015,10,52,1880,144090,5,2,2022
2679,2022-11-04,Bookshelf,Furniture,North,17,30374,8,221,7979,516358,11,4,2022
2680,2023-10-16,Bookshelf,Furniture,South,2,46421,5,487,3413,92842,10,4,2023
2681,2023-03-02,Bookshelf,Furniture,South,7,42532,3,207,4183,297724,3,1,2023
2682,2023-03-02,Sofa,Furniture,East,20,22343,13,440,7955,446860,3,1,2023
2683,2024-05-08,Sofa,Furniture,West,15,37568,19,372,9041,563520,5,2,2024
2684,2023-11-01,Office Chair,Furniture,North,2,12340,15,65,7150,24680,11,4,2023
2685,2024-02-23,Bed,Furniture,South,2,16235,9,82,2570,32470,2,1,2024
2686,2025-08-18,Office Chair,Furniture,South,9,13609,12,229,4417,122481,8,3,2025
2687,2025-02-02,Dining Table,Furniture,South,14,27268,3,149,6530,381752,2,1,2025
2688,2024-06-29,Coffee Table,Furniture,West,9,25979,13,96,3665,233811,6,2,2024
2689,2022-08-01,Sofa,Furniture,South,6,32365,8,366,3054,194190,8,3,2022
2690,2022-07-15,Office Chair,Furniture,South,2,32254,15,107,4607,64508,7,3,2022
2691,2023-08-01,Dining Table,Furniture,South,9,20750,9,319,1669,186750,8,3,2023
2692,2022-06-12,Office Chair,Furniture,North,19,41137,11,257,7340,781603,6,2,2022
2693,2023-03-29,Sofa,Furniture,West,9,45639,17,432,3631,410751,3,1,2023
2694,2025-01-18,Coffee Table,Furniture,West,3,29101,9,100,7552,87303,1,1,2025
2695,2022-09-19,Dining Table,Furniture,North,9,40837,18,88,4189,367533,9,3,2022
2696,2024-01-15,Wardrobe,Furniture,South,5,26106,10,345,5618,130530,1,1,2024
2697,2022-09-20,Study Table,Furniture,North,15,12088,10,447,6330,181320,9,3,2022
2698,2025-08-30,Sofa,Furniture,South,1,20051,3,52,4237,20051,8,3,2025
2699,2024-10-11,Bookshelf,Furniture,West,10,8869,6,234,8323,88690,10,4,2024
2700,2022-09-12,Coffee Table,Furniture,North,18,47209,12,482,5849,849762,9,3,2022
2701,2022-03-24,Bed,Furniture,West,9,3875,18,129,9353,34875,3,1,2022
2702,2022-01-22,Coffee Table,Furniture,East,3,40650,13,276,6750,121950,1,1,2022
2703,2025-09-18,Wardrobe,Furniture,East,8,25269,16,298,8867,202152,9,3,2025
2704,2024-04-11,Study Table,Furniture,West,6,15270,18,227,5148,91620,4,2,2024
2705,2023-12-09,Study Table,Furniture,East,4,49450,5,454,3110,197800,12,4,2023
2706,2022-02-23,Office Chair,Furniture,East,11,34468,5,313,8287,379148,2,1,2022
2707,2025-06-12,Study Table,Furniture,South,13,48483,2,203,3526,630279,6,2,2025
2708,2025-03-20,Wardrobe,Furniture,East,19,5607,20,107,2251,106533,3,1,2025
2709,2025-03-19,Bookshelf,Furniture,South,8,13586,1,394,4088,108688,3,1,2025
2710,2024-07-27,Coffee Table,Furniture,East,2,27553,16,484,5386,55106,7,3,2024
2711,2025-12-31,Bookshelf,Furniture,East,6,10414,1,260,9922,62484,12,4,2025
2712,2022-07-04,Wardrobe,Furniture,South,3,22957,9,264,4067,68871,7,3,2022
2713,2022-04-13,Coffee Table,Furniture,South,19,23809,20,400,8182,452371,4,2,2022
2714,2023-10-18,Bed,Furniture,East,18,37808,12,75,9704,680544,10,4,2023
2715,2022-01-13,Bed,Furniture,South,15,28408,0,296,3358,426120,1,1,2022
2716,2024-08-05,Study Table,Furniture,North,18,2973,10,298,3410,53514,8,3,2024
2717,2023-06-22,Office Chair,Furniture,West,12,32953,19,418,2685,395436,6,2,2023
2718,2024-09-19,Wardrobe,Furniture,South,13,37438,1,213,5279,486694,9,3,2024
2719,2022-06-02,Dining Table,Furniture,West,12,11518,20,347,9783,138216,6,2,2022
2720,2022-10-01,Dining Table,Furniture,North,10,49900,2,293,9740,499000,10,4,2022
2721,2022-12-29,Study Table,Furniture,North,7,45467,14,376,3213,318269,12,4,2022
2722,2025-08-26,Coffee Table,Furniture,North,1,40341,16,211,2318,40341,8,3,2025
2723,2022-08-29,Wardrobe,Furniture,North,6,4249,15,152,5762,25494,8,3,2022
2724,2022-02-01,Coffee Table,Furniture,North,3,18758,2,320,6413,56274,2,1,2022
2725,2025-09-01,Wardrobe,Furniture,West,11,40819,10,312,5250,449009,9,3,2025
2726,2023-04-06,Sofa,Furniture,North,18,39672,17,228,4511,714096,4,2,2023
2727,2024-04-11,Sofa,Furniture,North,20,24554,8,80,2844,491080,4,2,2024
2728,2022-07-06,Coffee Table,Furniture,East,10,45278,17,125,5029,452780,7,3,2022
2729,2022-05-14,Dining Table,Furniture,East,19,48370,5,188,6920,919030,5,2,2022
2730,2022-11-05,Sofa,Furniture,West,2,28867,11,450,8822,57734,11,4,2022
2731,2024-08-16,Study Table,Furniture,South,11,34240,16,193,9216,376640,8,3,2024
2732,2024-11-27,Sofa,Furniture,North,2,22185,17,183,7879,44370,11,4,2024
2733,2023-02-12,Wardrobe,Furniture,East,10,25040,3,488,3638,250400,2,1,2023
2734,2025-11-03,Bookshelf,Furniture,West,16,16072,16,499,3885,257152,11,4,2025
2735,2024-05-31,Wardrobe,Furniture,East,6,48950,7,109,4499,293700,5,2,2024
2736,2024-10-20,Study Table,Furniture,East,14,33524,7,234,5697,469336,10,4,2024
2737,2023-09-29,Sofa,Furniture,North,14,13915,1,256,6786,194810,9,3,2023
2738,2022-02-17,Study Table,Furniture,West,5,47712,12,260,5554,238560,2,1,2022
2739,2025-04-08,Wardrobe,Furniture,South,3,29536,7,108,2341,88608,4,2,2025
2740,2022-12-01,Sofa,Furniture,North,12,19968,15,251,4015,239616,12,4,2022
2741,2024-04-14,Bookshelf,Furniture,North,20,8286,10,256,8687,165720,4,2,2024
2742,2024-11-19,Bookshelf,Furniture,North,8,27332,9,426,5174,218656,11,4,2024
2743,2025-12-07,Study Table,Furniture,West,5,34437,15,413,5417,172185,12,4,2025
2744,2022-03-23,Wardrobe,Furniture,East,10,17867,1,138,4115,178670,3,1,2022
2745,2025-10-23,Wardrobe,Furniture,North,19,44330,15,498,4894,842270,10,4,2025
2746,2025-12-29,Wardrobe,Furniture,East,14,44894,5,205,2108,628516,12,4,2025
2747,2025-04-30,Sofa,Furniture,South,18,23845,5,452,3420,429210,4,2,2025
2748,2022-09-23,Bed,Furniture,East,10,13000,3,190,1360,130000,9,3,2022
2749,2023-12-04,Bed,Furniture,North,9,41906,14,296,8307,377154,12,4,2023
2750,2025-03-02,Coffee Table,Furniture,East,4,18276,11,442,7317,73104,3,1,2025
2751,2025-08-06,Wardrobe,Furniture,North,15,44329,18,63,2823,664935,8,3,2025
2752,2022-09-25,Coffee Table,Furniture,East,4,2908,19,66,2902,11632,9,3,2022
2753,2024-03-29,Sofa,Furniture,West,14,17224,15,342,5240,241136,3,1,2024
2754,2025-03-25,Bookshelf,Furniture,West,11,10260,16,426,4922,112860,3,1,2025
2755,2024-12-31,Bed,Furniture,South,11,8630,11,353,3021,94930,12,4,2024
2756,2025-02-04,Bed,Furniture,East,20,31308,4,76,4344,626160,2,1,2025
2757,2025-09-27,Coffee Table,Furniture,East,6,44046,1,180,9210,264276,9,3,2025
2758,2022-12-29,Wardrobe,Furniture,West,1,39172,1,171,5056,39172,12,4,2022
2759,2025-08-30,Office Chair,Furniture,West,13,18799,12,487,4925,244387,8,3,2025
2760,2023-02-20,Dining Table,Furniture,South,8,10280,1,214,7955,82240,2,1,2023
2761,2023-07-28,Office Chair,Furniture,South,20,7900,16,445,6892,158000,7,3,2023
2762,2024-12-02,Sofa,Furniture,North,17,36838,14,73,5523,626246,12,4,2024
2763,2024-01-31,Coffee Table,Furniture,West,11,4437,8,81,9428,48807,1,1,2024
2764,2024-04-16,Bed,Furniture,North,17,17175,13,201,9191,291975,4,2,2024
2765,2023-02-22,Bed,Furniture,North,6,34808,13,391,1773,208848,2,1,2023
2766,2024-08-16,Office Chair,Furniture,South,9,40670,1,300,4670,366030,8,3,2024
2767,2024-08-12,Study Table,Furniture,South,17,35167,17,191,9147,597839,8,3,2024
2768,2022-03-03,Coffee Table,Furniture,North,10,24009,14,123,4831,240090,3,1,2022
2769,2023-01-07,Office Chair,Furniture,East,8,10923,11,212,2120,87384,1,1,2023
2770,2022-05-12,Coffee Table,Furniture,West,5,9582,12,72,2872,47910,5,2,2022
2771,2025-08-04,Coffee Table,Furniture,East,7,34556,5,85,9764,241892,8,3,2025
2772,2025-05-04,Coffee Table,Furniture,West,12,44355,8,336,3161,532260,5,2,2025
2773,2025-06-11,Study Table,Furniture,South,19,28581,19,385,5555,543039,6,2,2025
2774,2023-03-11,Coffee Table,Furniture,West,4,22234,11,116,8940,88936,3,1,2023
2775,2025-11-04,Office Chair,Furniture,North,11,35485,11,457,4922,390335,11,4,2025
2776,2025-12-06,Bookshelf,Furniture,North,4,19404,7,244,7107,77616,12,4,2025
2777,2022-01-29,Bookshelf,Furniture,East,7,45282,5,390,5311,316974,1,1,2022
2778,2023-08-09,Bed,Furniture,East,2,5690,16,493,3982,11380,8,3,2023
2779,2022-06-23,Bed,Furniture,North,6,36656,8,464,1980,219936,6,2,2022
2780,2025-05-06,Sofa,Furniture,East,20,25243,12,394,1129,504860,5,2,2025
2781,2022-08-07,Coffee Table,Furniture,East,20,31799,2,472,8898,635980,8,3,2022
2782,2022-09-09,Sofa,Furniture,North,6,5963,20,197,8080,35778,9,3,2022
2783,2022-10-22,Wardrobe,Furniture,North,3,34417,12,152,7343,103251,10,4,2022
2784,2025-06-30,Sofa,Furniture,West,16,14221,11,214,9467,227536,6,2,2025
2785,2025-08-02,Sofa,Furniture,North,19,27250,17,426,8555,517750,8,3,2025
2786,2025-11-24,Bed,Furniture,East,12,5836,1,95,9153,70032,11,4,2025
2787,2023-07-11,Bookshelf,Furniture,East,17,16332,2,387,3211,277644,7,3,2023
2788,2025-07-16,Dining Table,Furniture,East,14,42589,20,274,1202,596246,7,3,2025
2789,2023-05-04,Coffee Table,Furniture,North,12,25120,4,270,9370,301440,5,2,2023
2790,2024-05-14,Bed,Furniture,East,3,37844,2,297,1146,113532,5,2,2024
2791,2023-12-27,Bookshelf,Furniture,North,2,15640,18,437,7774,31280,12,4,2023
2792,2024-09-30,Coffee Table,Furniture,West,14,21015,2,157,8216,294210,9,3,2024
2793,2022-08-20,Dining Table,Furniture,South,4,9675,18,140,3503,38700,8,3,2022
2794,2025-11-26,Bookshelf,Furniture,South,20,24679,13,104,1447,493580,11,4,2025
2795,2022-07-12,Sofa,Furniture,West,17,4123,3,334,1389,70091,7,3,2022
2796,2023-08-18,Bookshelf,Furniture,South,10,36936,3,479,9713,369360,8,3,2023
2797,2023-08-29,Bookshelf,Furniture,North,14,6045,17,373,9705,84630,8,3,2023
2798,2022-12-18,Study Table,Furniture,West,14,9277,12,153,5131,129878,12,4,2022
2799,2025-10-07,Sofa,Furniture,West,1,12574,8,205,4880,12574,10,4,2025
2800,2022-02-05,Study Table,Furniture,South,16,13282,2,319,7367,212512,2,1,2022
2801,2024-09-11,Coffee Table,Furniture,West,17,10722,18,139,1377,182274,9,3,2024
2802,2025-11-09,Dining Table,Furniture,South,13,49397,1,473,8884,642161,11,4,2025
2803,2024-03-11,Dining Table,Furniture,North,8,25225,7,388,1317,201800,3,1,2024
2804,2023-11-18,Sofa,Furniture,East,8,8374,13,367,1506,66992,11,4,2023
2805,2024-02-22,Bookshelf,Furniture,West,7,10651,15,407,1863,74557,2,1,2024
2806,2023-04-15,Coffee Table,Furniture,West,7,43542,17,99,2965,304794,4,2,2023
2807,2024-12-11,Wardrobe,Furniture,North,19,10608,11,162,9788,201552,12,4,2024
2808,2022-10-10,Bed,Furniture,South,13,33377,4,249,4950,433901,10,4,2022
2809,2025-09-04,Office Chair,Furniture,East,5,20598,7,62,4176,102990,9,3,2025
2810,2024-02-21,Sofa,Furniture,East,7,30741,3,194,5176,215187,2,1,2024
2811,2025-01-02,Coffee Table,Furniture,South,11,10718,5,57,9616,117898,1,1,2025
2812,2022-04-02,Study Table,Furniture,West,15,12913,17,77,1604,193695,4,2,2022
2813,2023-09-13,Study Table,Furniture,North,15,11410,16,488,5596,171150,9,3,2023
2814,2025-09-10,Bed,Furniture,West,15,13441,10,272,5522,201615,9,3,2025
2815,2024-09-13,Bookshelf,Furniture,East,4,40508,8,250,6248,162032,9,3,2024
2816,2024-03-14,Bed,Furniture,West,8,40998,0,456,1227,327984,3,1,2024
2817,2022-09-01,Wardrobe,Furniture,West,17,29109,15,179,6507,494853,9,3,2022
2818,2023-09-23,Dining Table,Furniture,West,20,43552,5,385,8972,871040,9,3,2023
2819,2024-03-29,Bed,Furniture,East,4,30726,5,230,1534,122904,3,1,2024
2820,2023-04-05,Wardrobe,Furniture,South,16,11097,5,174,1010,177552,4,2,2023
2821,2022-09-13,Bookshelf,Furniture,North,18,32703,4,166,2730,588654,9,3,2022
2822,2025-06-15,Bed,Furniture,West,16,4060,18,293,3986,64960,6,2,2025
2823,2024-12-16,Study Table,Furniture,West,18,47850,11,405,3038,861300,12,4,2024
2824,2022-09-21,Wardrobe,Furniture,South,7,7227,10,165,5829,50589,9,3,2022
2825,2025-10-18,Bookshelf,Furniture,East,12,12788,6,101,2985,153456,10,4,2025
2826,2024-01-11,Wardrobe,Furniture,South,6,39337,9,199,4296,236022,1,1,2024
2827,2023-07-21,Study Table,Furniture,North,18,33315,11,484,7157,599670,7,3,2023
