Order_ID,Order_Date,Product_Name,Category,Region,Quantity,Unit_Price,Discount,Inventory_Available,Marketing_Spend,Revenue
2677,2025-10-03,Wardrobe,Furniture,East,1,39299,9,388,3051,39299
2678,2022-05-31,Bed,Furniture,West,6,24015,10,52,1880,144090
2679,2022-11-04,Bookshelf,Furniture,North,17,30374,8,221,7979,516358
2680,2023-10-16,Bookshelf,Furniture,South,2,46421,5,487,3413,92842
2681,2023-03-02,Bookshelf,Furniture,South,7,42532,3,207,4183,297724
2682,2023-03-02,Sofa,Furniture,East,20,22343,13,440,7955,446860
2683,2024-05-08,Sofa,Furniture,West,15,37568,19,372,9041,563520
2684,2023-11-01,Office Chair,Furniture,North,2,12340,15,65,7150,24680
2685,2024-02-23,Bed,Furniture,South,2,16235,9,82,2570,32470
2686,2025-08-18,Office Chair,Furniture,South,9,13609,12,229,4417,122481
2687,2025-02-02,Dining Table,Furniture,South,14,27268,3,149,6530,381752
2688,2024-06-29,Coffee Table,Furniture,West,9,25979,13,96,3665,233811
2689,2022-08-01,Sofa,Furniture,South,6,32365,8,366,3054,194190
2690,2022-07-15,Office Chair,Furniture,South,2,32254,15,107,4607,64508
2691,2023-08-01,Dining Table,Furniture,South,9,20750,9,319,1669,186750
2692,2022-06-12,Office Chair,Furniture,North,19,41137,11,257,7340,781603
2693,2023-03-29,Sofa,Furniture,West,9,45639,17,432,3631,410751
2694,2025-01-18,Coffee Table,Furniture,West,3,29101,9,100,7552,87303
2695,2022-09-19,Dining Table,Furniture,North,9,40837,18,88,4189,367533
2696,2024-01-15,Wardrobe,Furniture,South,5,26106,10,345,5618,130530
2697,2022-09-20,Study Table,Furniture,North,15,12088,10,447,6330,181320
2698,2025-08-30,Sofa,Furniture,South,1,20051,3,52,4237,20051
2699,2024-10-11,Bookshelf,Furniture,West,10,8869,6,234,8323,88690
2700,2022-09-12,Coffee Table,Furniture,North,18,47209,12,482,5849,849762
2701,2022-03-24,Bed,Furniture,West,9,3875,18,129,9353,34875
2702,2022-01-22,Coffee Table,Furniture,East,3,40650,13,276,6750,121950
2703,2025-09-18,Wardrobe,Furniture,East,8,25269,16,298,8867,202152
2704,2024-04-11,Study Table,Furniture,West,6,15270,18,227,5148,91620
2705,2023-12-09,Study Table,Furniture,East,4,49450,5,454,3110,197800
2706,2022-02-23,Office Chair,Furniture,East,11,34468,5,313,8287,379148
2707,2025-06-12,Study Table,Furniture,South,13,48483,2,203,3526,630279
2708,2025-03-20,Wardrobe,Furniture,East,19,5607,20,107,2251,106533
2709,2025-03-19,Bookshelf,Furniture,South,8,13586,1,394,4088,108688
2710,2024-07-27,Coffee Table,Furniture,East,2,27553,16,484,5386,55106
2711,2025-12-31,Bookshelf,Furniture,East,6,10414,1,260,9922,62484
2712,2022-07-04,Wardrobe,Furniture,South,3,22957,9,264,4067,68871
2713,2022-04-13,Coffee Table,Furniture,South,19,23809,20,400,8182,452371
2714,2023-10-18,Bed,Furniture,East,18,37808,12,75,9704,680544
2715,2022-01-13,Bed,Furniture,South,15,28408,0,296,3358,426120
2716,2024-08-05,Study Table,Furniture,North,18,2973,10,298,3410,53514
2717,2023-06-22,Office Chair,Furniture,West,12,32953,19,418,2685,395436
2718,2024-09-19,Wardrobe,Furniture,South,13,37438,1,213,5279,486694
2719,2022-06-02,Dining Table,Furniture,West,12,11518,20,347,9783,138216
2720,2022-10-01,Dining Table,Furniture,North,10,49900,2,293,9740,499000
2721,2022-12-29,Study Table,Furniture,North,7,45467,14,376,3213,318269
2722,2025-08-26,Coffee Table,Furniture,North,1,40341,16,211,2318,40341
2723,2022-08-29,Wardrobe,Furniture,North,6,4249,15,152,5762,25494
2724,2022-02-01,Coffee Table,Furniture,North,3,18758,2,320,6413,56274
2725,2025-09-01,Wardrobe,Furniture,West,11,40819,10,312,5250,449009
2726,2023-04-06,Sofa,Furniture,North,18,39672,17,228,4511,714096
2727,2024-04-11,Sofa,Furniture,North,20,24554,8,80,2844,491080
2728,2022-07-06,Coffee Table,Furniture,East,10,45278,17,125,5029,452780
2729,2022-05-14,Dining Table,Furniture,East,19,48370,5,188,6920,919030
2730,2022-11-05,Sofa,Furniture,West,2,28867,11,450,8822,57734
2731,2024-08-16,Study Table,Furniture,South,11,34240,16,193,9216,376640
2732,2024-11-27,Sofa,Furniture,North,2,22185,17,183,7879,44370
2733,2023-02-12,Wardrobe,Furniture,East,10,25040,3,488,3638,250400
2734,2025-11-03,Bookshelf,Furniture,West,16,16072,16,499,3885,257152
2735,2024-05-31,Wardrobe,Furniture,East,6,48950,7,109,4499,293700
2736,2024-10-20,Study Table,Furniture,East,14,33524,7,234,5697,469336
2737,2023-09-29,Sofa,Furniture,North,14,13915,1,256,6786,194810
2738,2022-02-17,Study Table,Furniture,West,5,47712,12,260,5554,238560
2739,2025-04-08,Wardrobe,Furniture,South,3,29536,7,108,2341,88608
2740,2022-12-01,Sofa,Furniture,North,12,19968,15,251,4015,239616
2741,2024-04-14,Bookshelf,Furniture,North,20,8286,10,256,8687,165720
2742,2024-11-19,Bookshelf,Furniture,North,8,27332,9,426,5174,218656
2743,2025-12-07,Study Table,Furniture,West,5,34437,15,413,5417,172185
2744,2022-03-23,Wardrobe,Furniture,East,10,17867,1,138,4115,178670
2745,2025-10-23,Wardrobe,Furniture,North,19,44330,15,498,4894,842270
2746,2025-12-29,Wardrobe,Furniture,East,14,44894,5,205,2108,628516
2747,2025-04-30,Sofa,Furniture,South,18,23845,5,452,3420,429210
2748,2022-09-23,Bed,Furniture,East,10,13000,3,190,1360,130000
2749,2023-12-04,Bed,Furniture,North,9,41906,14,296,8307,377154
2750,2025-03-02,Coffee Table,Furniture,East,4,18276,11,442,7317,73104
2751,2025-08-06,Wardrobe,Furniture,North,15,44329,18,63,2823,664935
2752,2022-09-25,Coffee Table,Furniture,East,4,2908,19,66,2902,11632
2753,2024-03-29,Sofa,Furniture,West,14,17224,15,342,5240,241136
2754,2025-03-25,Bookshelf,Furniture,West,11,10260,16,426,4922,112860
2755,2024-12-31,Bed,Furniture,South,11,8630,11,353,3021,94930
2756,2025-02-04,Bed,Furniture,East,20,31308,4,76,4344,626160
2757,2025-09-27,Coffee Table,Furniture,East,6,44046,1,180,9210,264276
2758,2022-12-29,Wardrobe,Furniture,West,1,39172,1,171,5056,39172
2759,2025-08-30,Office Chair,Furniture,West,13,18799,12,487,4925,244387
2760,2023-02-20,Dining Table,Furniture,South,8,10280,1,214,7955,82240
2761,2023-07-28,Office Chair,Furniture,South,20,7900,16,445,6892,158000
2762,2024-12-02,Sofa,Furniture,North,17,36838,14,73,5523,626246
2763,2024-01-31,Coffee Table,Furniture,West,11,4437,8,81,9428,48807
2764,2024-04-16,Bed,Furniture,North,17,17175,13,201,9191,291975
2765,2023-02-22,Bed,Furniture,North,6,34808,13,391,1773,208848
2766,2024-08-16,Office Chair,Furniture,South,9,40670,1,300,4670,366030
2767,2024-08-12,Study Table,Furniture,South,17,35167,17,191,9147,597839
2768,2022-03-03,Coffee Table,Furniture,North,10,24009,14,123,4831,240090
2769,2023-01-07,Office Chair,Furniture,East,8,10923,11,212,2120,87384
2770,2022-05-12,Coffee Table,Furniture,West,5,9582,12,72,2872,47910
2771,2025-08-04,Coffee Table,Furniture,East,7,34556,5,85,9764,241892
2772,2025-05-04,Coffee Table,Furniture,West,12,44355,8,336,3161,532260
2773,2025-06-11,Study Table,Furniture,South,19,28581,19,385,5555,543039
2774,2023-03-11,Coffee Table,Furniture,West,4,22234,11,116,8940,88936
2775,2025-11-04,Office Chair,Furniture,North,11,35485,11,457,4922,390335
2776,2025-12-06,Bookshelf,Furniture,North,4,19404,7,244,7107,77616
2777,2022-01-29,Bookshelf,Furniture,East,7,45282,5,390,5311,316974
2778,2023-08-09,Bed,Furniture,East,2,5690,16,493,3982,11380
2779,2022-06-23,Bed,Furniture,North,6,36656,8,464,1980,219936
2780,2025-05-06,Sofa,Furniture,East,20,25243,12,394,1129,504860
2781,2022-08-07,Coffee Table,Furniture,East,20,31799,2,472,8898,635980
2782,2022-09-09,Sofa,Furniture,North,6,5963,20,197,8080,35778
2783,2022-10-22,Wardrobe,Furniture,North,3,34417,12,152,7343,103251
2784,2025-06-30,Sofa,Furniture,West,16,14221,11,214,9467,227536
2785,2025-08-02,Sofa,Furniture,North,19,27250,17,426,8555,517750
2786,2025-11-24,Bed,Furniture,East,12,5836,1,95,9153,70032
2787,2023-07-11,Bookshelf,Furniture,East,17,16332,2,387,3211,277644
2788,2025-07-16,Dining Table,Furniture,East,14,42589,20,274,1202,596246
2789,2023-05-04,Coffee Table,Furniture,North,12,25120,4,270,9370,301440
2790,2024-05-14,Bed,Furniture,East,3,37844,2,297,1146,113532
2791,2023-12-27,Bookshelf,Furniture,North,2,15640,18,437,7774,31280
2792,2024-09-30,Coffee Table,Furniture,West,14,21015,2,157,8216,294210
2793,2022-08-20,Dining Table,Furniture,South,4,9675,18,140,3503,38700
2794,2025-11-26,Bookshelf,Furniture,South,20,24679,13,104,1447,493580
2795,2022-07-12,Sofa,Furniture,West,17,4123,3,334,1389,70091
2796,2023-08-18,Bookshelf,Furniture,South,10,36936,3,479,9713,369360
2797,2023-08-29,Bookshelf,Furniture,North,14,6045,17,373,9705,84630
2798,2022-12-18,Study Table,Furniture,West,14,9277,12,153,5131,129878
2799,2025-10-07,Sofa,Furniture,West,1,12574,8,205,4880,12574
2800,2022-02-05,Study Table,Furniture,South,16,13282,2,319,7367,212512
2801,2024-09-11,Coffee Table,Furniture,West,17,10722,18,139,1377,182274
2802,2025-11-09,Dining Table,Furniture,South,13,49397,1,473,8884,642161
2803,2024-03-11,Dining Table,Furniture,North,8,25225,7,388,1317,201800
2804,2023-11-18,Sofa,Furniture,East,8,8374,13,367,1506,66992
2805,2024-02-22,Bookshelf,Furniture,West,7,10651,15,407,1863,74557
2806,2023-04-15,Coffee Table,Furniture,West,7,43542,17,99,2965,304794
2807,2024-12-11,Wardrobe,Furniture,North,19,10608,11,162,9788,201552
2808,2022-10-10,Bed,Furniture,South,13,33377,4,249,4950,433901
2809,2025-09-04,Office Chair,Furniture,East,5,20598,7,62,4176,102990
2810,2024-02-21,Sofa,Furniture,East,7,30741,3,194,5176,215187
2811,2025-01-02,Coffee Table,Furniture,South,11,10718,5,57,9616,117898
2812,2022-04-02,Study Table,Furniture,West,15,12913,17,77,1604,193695
2813,2023-09-13,Study Table,Furniture,North,15,11410,16,488,5596,171150
2814,2025-09-10,Bed,Furniture,West,15,13441,10,272,5522,201615
2815,2024-09-13,Bookshelf,Furniture,East,4,40508,8,250,6248,162032
2816,2024-03-14,Bed,Furniture,West,8,40998,0,456,1227,327984
2817,2022-09-01,Wardrobe,Furniture,West,17,29109,15,179,6507,494853
2818,2023-09-23,Dining Table,Furniture,West,20,43552,5,385,8972,871040
2819,2024-03-29,Bed,Furniture,East,4,30726,5,230,1534,122904
2820,2023-04-05,Wardrobe,Furniture,South,16,11097,5,174,1010,177552
2821,2022-09-13,Bookshelf,Furniture,North,18,32703,4,166,2730,588654
2822,2025-06-15,Bed,Furniture,West,16,4060,18,293,3986,64960
2823,2024-12-16,Study Table,Furniture,West,18,47850,11,405,3038,861300
2824,2022-09-21,Wardrobe,Furniture,South,7,7227,10,165,5829,50589
2825,2025-10-18,Bookshelf,Furniture,East,12,12788,6,101,2985,153456
2826,2024-01-11,Wardrobe,Furniture,South,6,39337,9,199,4296,236022
2827,2023-07-21,Study Table,Furniture,North,18,33315,11,484,7157,599670
2828,2022-07-08,Bookshelf,Furniture,South,6,30211,19,336,5443,181266
2829,2024-10-02,Office Chair,Furniture,East,14,33862,14,157,5097,474068
2830,2022-05-25,Bed,Furniture,South,11,49893,15,290,6232,548823
2831,2024-03-22,Bookshelf,Furniture,East,1,30137,4,349,5233,30137
2832,2025-06-14,Study Table,Furniture,North,11,15097,14,419,9977,166067
2833,2023-01-05,Study Table,Furniture,South,17,4486,20,179,7694,76262
2834,2024-11-24,Study Table,Furniture,West,1,19166,14,398,2207,19166
2835,2024-06-07,Dining Table,Furniture,East,1,12306,10,259,1316,12306
2836,2024-11-18,Dining Table,Furniture,West,12,24481,9,465,6894,293772
2837,2023-03-22,Coffee Table,Furniture,West,6,7310,5,234,3358,43860
2838,2023-03-04,Wardrobe,Furniture,West,7,45322,12,348,2099,317254
2839,2024-10-12,Bed,Furniture,East,12,15010,11,139,9588,180120
2840,2024-10-23,Wardrobe,Furniture,South,4,14244,18,499,1642,56976
2841,2023-04-08,Bookshelf,Furniture,South,1,30463,12,150,7977,30463
2842,2025-07-19,Dining Table,Furniture,North,5,16593,11,180,9205,82965
2843,2022-03-08,Bookshelf,Furniture,North,20,3972,17,99,6195,79440
2844,2022-05-05,Sofa,Furniture,East,16,11794,4,204,3811,188704
2845,2025-06-29,Office Chair,Furniture,West,7,22610,20,328,2965,158270
2846,2025-03-07,Wardrobe,Furniture,West,5,49256,19,415,6032,246280
2847,2023-07-16,Office Chair,Furniture,West,12,49283,14,343,2849,591396
2848,2024-09-24,Study Table,Furniture,South,16,26895,5,447,4547,430320
2849,2022-07-24,Study Table,Furniture,East,7,37172,5,190,2035,260204
2850,2024-04-09,Sofa,Furniture,West,15,45964,8,174,2990,689460
2851,2024-09-08,Study Table,Furniture,North,11,17062,8,205,2799,187682
2852,2024-08-01,Sofa,Furniture,West,7,6357,10,487,5378,44499
2853,2025-02-26,Study Table,Furniture,East,18,30467,8,200,6011,548406
2854,2022-04-14,Study Table,Furniture,East,3,16412,5,176,9601,49236
2855,2023-08-17,Wardrobe,Furniture,West,18,48127,18,251,1595,866286
2856,2024-07-05,Bed,Furniture,South,7,41757,4,168,5411,292299
2857,2025-12-18,Office Chair,Furniture,North,19,7636,14,139,6696,145084
2858,2025-10-23,Dining Table,Furniture,South,10,15790,19,431,4662,157900
2859,2024-11-25,Bookshelf,Furniture,West,7,34009,1,147,9986,238063
2860,2022-03-10,Sofa,Furniture,South,10,44162,5,465,2967,441620
2861,2024-03-04,Dining Table,Furniture,North,4,29348,7,173,8048,117392
2862,2025-08-31,Sofa,Furniture,North,2,46018,18,193,4539,92036
2863,2025-11-15,Bookshelf,Furniture,West,9,26717,2,140,4604,240453
2864,2024-11-24,Dining Table,Furniture,South,1,11256,17,378,3603,11256
2865,2024-01-24,Study Table,Furniture,West,7,20736,0,428,3806,145152
2866,2023-01-09,Dining Table,Furniture,North,9,14454,1,459,3699,130086
2867,2022-02-05,Office Chair,Furniture,North,17,14795,0,282,7581,251515
2868,2024-08-14,Bed,Furniture,West,6,3971,4,454,4261,23826
2869,2025-06-10,Office Chair,Furniture,East,13,43457,8,272,6896,564941
2870,2022-06-07,Wardrobe,Furniture,West,12,38684,18,135,1584,464208
2871,2023-10-11,Study Table,Furniture,North,13,16652,8,235,3709,216476
2872,2025-12-05,Bookshelf,Furniture,West,19,35403,6,306,8472,672657
2873,2022-03-08,Coffee Table,Furniture,West,6,45552,17,208,2544,273312
2874,2022-07-02,Wardrobe,Furniture,East,11,32576,0,228,2249,358336
2875,2022-09-08,Dining Table,Furniture,South,11,22492,10,396,7116,247412
2876,2024-02-12,Study Table,Furniture,North,17,18864,0,416,1023,320688
2877,2025-04-02,Coffee Table,Furniture,South,10,33631,14,74,8079,336310
2878,2024-12-01,Sofa,Furniture,North,10,48076,19,107,6038,480760
2879,2025-06-04,Wardrobe,Furniture,South,18,13743,2,191,7309,247374
2880,2025-12-13,Study Table,Furniture,West,12,40769,4,416,1985,489228
2881,2024-10-06,Sofa,Furniture,West,11,49813,8,177,1795,547943
2882,2025-06-29,Bed,Furniture,South,20,21474,17,138,5400,429480
2883,2025-08-22,Wardrobe,Furniture,North,8,46117,15,384,8188,368936
2884,2023-12-11,Wardrobe,Furniture,North,6,44438,12,322,5380,266628
2885,2025-10-12,Coffee Table,Furniture,East,16,29739,4,94,4348,475824
2886,2022-06-15,Office Chair,Furniture,West,5,21690,18,59,2697,108450
2887,2023-12-31,Bookshelf,Furniture,North,7,21979,16,298,6307,153853
2888,2024-11-16,Bookshelf,Furniture,West,3,18250,1,230,1077,54750
2889,2023-09-18,Wardrobe,Furniture,North,2,40983,12,202,1229,81966
2890,2023-04-08,Dining Table,Furniture,East,12,19082,2,140,1831,228984
2891,2023-06-25,Wardrobe,Furniture,West,7,25160,10,377,1231,176120
2892,2023-02-03,Dining Table,Furniture,South,12,49636,5,391,5227,595632
2893,2022-10-08,Coffee Table,Furniture,North,17,37291,7,167,7744,633947
2894,2022-03-20,Office Chair,Furniture,East,17,24967,13,473,9067,424439
2895,2025-02-10,Dining Table,Furniture,West,12,25151,11,254,8623,301812
2896,2024-03-25,Study Table,Furniture,West,18,48939,11,250,4181,880902
2897,2025-02-25,Wardrobe,Furniture,West,16,23401,14,282,8494,374416
2898,2025-11-17,Office Chair,Furniture,South,5,32698,11,98,7717,163490
2899,2023-12-05,Office Chair,Furniture,West,2,30858,1,286,8365,61716
2900,2022-01-18,Study Table,Furniture,South,8,38987,3,499,1478,311896
2901,2023-07-03,Coffee Table,Furniture,West,2,17729,13,313,2374,35458
2902,2023-05-25,Sofa,Furniture,North,5,42541,13,370,6783,212705
2903,2023-11-25,Dining Table,Furniture,North,9,30993,1,453,3747,278937
2904,2023-03-11,Bookshelf,Furniture,North,3,41227,12,116,2058,123681
2905,2023-06-19,Study Table,Furniture,East,15,39442,11,414,6443,591630
2906,2023-05-15,Sofa,Furniture,East,13,42188,5,334,5497,548444
2907,2025-06-11,Bed,Furniture,West,9,15566,0,415,2928,140094
2908,2024-07-25,Coffee Table,Furniture,North,4,8513,8,313,7045,34052
2909,2024-10-18,Coffee Table,Furniture,West,19,43977,6,140,7310,835563
2910,2022-05-06,Bookshelf,Furniture,South,4,14371,20,467,5005,57484
2911,2022-05-29,Study Table,Furniture,East,1,41217,20,177,9667,41217
2912,2023-06-16,Coffee Table,Furniture,West,19,7724,7,379,7591,146756
2913,2023-09-11,Office Chair,Furniture,East,3,19688,20,235,6088,59064
2914,2022-01-26,Coffee Table,Furniture,South,12,3541,13,163,8172,42492
2915,2023-11-10,Coffee Table,Furniture,West,18,48667,10,399,3872,876006
2916,2025-01-30,Office Chair,Furniture,West,20,12673,20,343,5762,253460
2917,2025-04-19,Bed,Furniture,South,9,28128,9,387,5163,253152
2918,2024-08-21,Study Table,Furniture,South,9,13962,0,153,9687,125658
2919,2024-02-26,Study Table,Furniture,North,3,21887,17,265,8294,65661
2920,2023-09-28,Dining Table,Furniture,North,16,19062,19,164,8402,304992
2921,2022-12-19,Sofa,Furniture,East,4,23449,7,280,9669,93796
2922,2023-03-23,Bookshelf,Furniture,South,6,11334,12,391,5686,68004
2923,2024-01-25,Study Table,Furniture,West,1,26581,6,293,6158,26581
2924,2022-08-13,Dining Table,Furniture,North,15,6680,11,113,7793,100200
2925,2023-09-30,Sofa,Furniture,West,19,49972,5,389,3218,949468
2926,2022-02-04,Bed,Furniture,West,5,19383,8,102,8422,96915
2927,2024-11-14,Bookshelf,Furniture,North,19,40575,9,153,5408,770925
2928,2025-02-16,Sofa,Furniture,South,13,49880,6,289,4103,648440
2929,2022-11-26,Dining Table,Furniture,North,5,47824,8,244,8406,239120
2930,2023-05-14,Bed,Furniture,East,12,39565,16,486,9874,474780
2931,2022-08-05,Sofa,Furniture,South,12,19623,2,257,7602,235476
2932,2023-12-07,Wardrobe,Furniture,East,7,23464,20,293,7718,164248
2933,2024-09-20,Office Chair,Furniture,South,19,21786,17,409,2521,413934
2934,2025-10-26,Wardrobe,Furniture,West,12,7893,17,329,4538,94716
2935,2024-09-09,Wardrobe,Furniture,East,3,24002,13,307,1941,72006
2936,2024-04-26,Dining Table,Furniture,South,12,37675,4,340,3101,452100
2937,2022-08-03,Dining Table,Furniture,South,13,43922,2,332,4188,570986
2938,2024-09-12,Bed,Furniture,South,13,33164,15,282,5274,431132
2939,2024-11-04,Bed,Furniture,East,11,23520,17,231,1304,258720
2940,2022-10-04,Office Chair,Furniture,North,14,12053,1,487,1861,168742
2941,2023-08-28,Bed,Furniture,North,9,19615,2,224,8129,176535
2942,2025-02-17,Dining Table,Furniture,East,10,23911,13,432,6978,239110
2943,2022-06-30,Coffee Table,Furniture,South,2,27905,11,246,3699,55810
2944,2023-10-22,Bookshelf,Furniture,West,16,44349,16,267,9049,709584
2945,2023-08-19,Sofa,Furniture,East,6,38836,18,59,7440,233016
2946,2025-10-12,Coffee Table,Furniture,West,7,35303,17,297,4374,247121
2947,2025-05-05,Dining Table,Furniture,South,11,41174,12,497,9542,452914
2948,2023-07-29,Dining Table,Furniture,East,11,29217,3,470,6604,321387
2949,2022-11-02,Sofa,Furniture,North,10,14440,17,210,5473,144400
2950,2022-03-04,Coffee Table,Furniture,East,6,13621,11,343,5990,81726
2951,2023-09-15,Sofa,Furniture,North,19,33925,13,103,8438,644575
2952,2025-06-09,Dining Table,Furniture,South,12,19019,14,131,2059,228228
2953,2022-06-01,Study Table,Furniture,South,4,18689,8,283,9487,74756
2954,2023-12-30,Office Chair,Furniture,North,18,5173,0,204,8046,93114
2955,2025-05-30,Sofa,Furniture,North,19,3871,18,276,4856,73549
2956,2024-02-01,Coffee Table,Furniture,North,5,34856,9,388,5578,174280
2957,2022-03-06,Sofa,Furniture,South,17,2788,16,231,8359,47396
2958,2022-01-15,Coffee Table,Furniture,East,13,34157,7,156,2826,444041
2959,2023-10-06,Office Chair,Furniture,East,14,30859,18,371,8902,432026
2960,2025-01-09,Dining Table,Furniture,East,1,6599,17,491,2095,6599
2961,2022-10-03,Coffee Table,Furniture,East,13,7155,5,332,9236,93015
2962,2022-12-29,Study Table,Furniture,West,10,26650,5,163,1247,266500
2963,2022-04-16,Office Chair,Furniture,West,3,42396,5,446,6953,127188
2964,2023-10-26,Office Chair,Furniture,West,5,24399,10,262,1755,121995
2965,2025-04-28,Study Table,Furniture,South,18,31213,13,172,4154,561834
2966,2024-08-22,Dining Table,Furniture,South,10,33560,16,170,6763,335600
2967,2022-06-20,Wardrobe,Furniture,East,10,38664,15,128,3803,386640
2968,2023-06-17,Office Chair,Furniture,North,20,19406,15,81,2406,388120
2969,2022-05-17,Dining Table,Furniture,North,16,18497,6,66,3638,295952
2970,2024-03-16,Dining Table,Furniture,South,12,33886,6,237,4821,406632
2971,2025-04-22,Office Chair,Furniture,East,20,7226,12,400,4263,144520
2972,2025-03-09,Bookshelf,Furniture,East,13,30469,14,132,9059,396097
2973,2024-05-25,Sofa,Furniture,North,17,35801,14,410,1107,608617
2974,2024-05-16,Dining Table,Furniture,North,7,39921,0,310,6699,279447
2975,2024-05-01,Bed,Furniture,East,15,36086,4,204,5049,541290
2976,2022-07-06,Coffee Table,Furniture,East,10,14540,1,496,8518,145400
2977,2023-04-09,Sofa,Furniture,West,4,16863,0,189,4642,67452
2978,2022-06-26,Bookshelf,Furniture,East,18,26489,8,169,1377,476802
2979,2025-02-19,Bookshelf,Furniture,West,10,22780,18,494,9288,227800
2980,2022-12-02,Sofa,Furniture,West,1,12769,16,500,9860,12769
2981,2023-03-29,Dining Table,Furniture,North,11,45244,2,206,3821,497684
2982,2025-11-20,Study Table,Furniture,North,14,38599,16,83,8158,540386
2983,2025-01-26,Office Chair,Furniture,North,4,49188,18,234,7224,196752
2984,2024-04-09,Bed,Furniture,North,16,28468,16,244,1937,455488
2985,2022-04-15,Bookshelf,Furniture,East,4,4326,11,114,2894,17304
2986,2023-08-04,Bed,Furniture,West,14,47959,2,56,6945,671426
2987,2025-05-08,Coffee Table,Furniture,East,18,18062,12,429,9273,325116
2988,2023-12-27,Study Table,Furniture,East,5,10088,17,365,1590,50440
2989,2024-03-28,Sofa,Furniture,West,20,26518,3,376,1963,530360
2990,2023-11-03,Coffee Table,Furniture,South,7,10429,7,381,9815,73003
2991,2025-05-24,Study Table,Furniture,East,4,35940,7,241,7330,143760
2992,2023-02-01,Office Chair,Furniture,West,2,47617,9,451,8254,95234
2993,2022-04-28,Coffee Table,Furniture,North,13,4721,18,139,1350,61373
2994,2025-04-25,Coffee Table,Furniture,East,9,38159,5,106,6298,343431
2995,2025-11-29,Study Table,Furniture,North,8,3108,8,303,3090,24864
2996,2023-03-17,Office Chair,Furniture,South,17,17474,14,428,5914,297058
2997,2024-01-24,Dining Table,Furniture,West,7,36140,14,476,9893,252980
2998,2024-12-10,Sofa,Furniture,North,11,13932,18,136,5830,153252
2999,2022-05-25,Office Chair,Furniture,East,11,40081,11,374,6777,440891
3000,2022-09-08,Coffee Table,Furniture,North,8,39947,4,385,7707,319576
3001,2023-02-04,Wardrobe,Furniture,East,6,40571,2,446,8377,243426
3002,2024-01-31,Dining Table,Furniture,North,2,32467,1,273,5854,64934
3003,2022-01-12,Coffee Table,Furniture,West,14,36374,3,273,2211,509236
3004,2022-06-09,Wardrobe,Furniture,North,9,7264,10,187,5398,65376
3005,2025-12-11,Dining Table,Furniture,West,17,15542,19,265,2142,264214
3006,2022-07-15,Wardrobe,Furniture,West,14,41834,13,161,7353,585676
3007,2024-10-30,Study Table,Furniture,South,15,49668,2,272,2196,745020
3008,2022-02-22,Sofa,Furniture,East,18,49422,6,332,4121,889596
3009,2024-11-21,Dining Table,Furniture,West,14,26673,13,287,9854,373422
3010,2025-10-24,Bed,Furniture,South,7,25475,13,72,5991,178325
3011,2023-08-11,Bookshelf,Furniture,East,18,26648,18,366,8709,479664
3012,2023-08-02,Coffee Table,Furniture,North,6,5035,13,177,1560,30210
3013,2025-07-22,Office Chair,Furniture,East,11,25900,7,442,3642,284900
3014,2022-01-05,Sofa,Furniture,South,4,19658,17,486,5829,78632
3015,2023-03-03,Dining Table,Furniture,North,5,7592,4,169,5658,37960
3016,2023-01-02,Bookshelf,Furniture,South,6,44421,18,94,3453,266526
3017,2025-10-22,Coffee Table,Furniture,South,3,34718,6,343,8726,104154
3018,2025-09-14,Sofa,Furniture,North,18,42593,14,244,9185,766674
3019,2024-02-06,Coffee Table,Furniture,South,12,23636,5,295,3171,283632
3020,2024-02-12,Bookshelf,Furniture,West,12,2289,16,101,2377,27468
3021,2023-09-13,Office Chair,Furniture,North,1,33691,1,212,2100,33691
3022,2024-09-18,Wardrobe,Furniture,West,20,44143,18,114,9294,882860
3023,2025-01-15,Wardrobe,Furniture,East,17,12665,7,190,6990,215305
3024,2022-01-24,Sofa,Furniture,North,6,43785,13,102,2331,262710
3025,2023-05-25,Bookshelf,Furniture,North,7,49049,2,79,2067,343343
3026,2024-05-11,Coffee Table,Furniture,North,20,28477,3,350,4116,569540
3027,2022-08-01,Coffee Table,Furniture,North,6,10247,11,393,3432,61482
3028,2023-08-03,Coffee Table,Furniture,South,16,46790,5,492,2307,748640
3029,2025-03-28,Bed,Furniture,North,10,13720,13,387,8788,137200
3030,2025-12-19,Dining Table,Furniture,South,3,46104,6,243,9640,138312
3031,2025-09-19,Dining Table,Furniture,South,17,22140,9,472,2665,376380
3032,2025-08-24,Bed,Furniture,South,8,35660,8,459,4418,285280
3033,2025-02-08,Bookshelf,Furniture,North,11,31552,11,253,3967,347072
3034,2022-06-30,Wardrobe,Furniture,West,5,46656,9,129,1599,233280
3035,2023-05-03,Dining Table,Furniture,South,8,21732,5,163,5504,173856
3036,2024-09-06,Coffee Table,Furniture,South,19,35506,2,112,6220,674614
3037,2022-05-26,Office Chair,Furniture,West,8,5847,16,88,3032,46776
3038,2024-12-31,Coffee Table,Furniture,East,14,12741,9,462,9426,178374
3039,2025-11-22,Office Chair,Furniture,East,2,13484,7,263,3942,26968
3040,2025-08-02,Bookshelf,Furniture,North,1,41338,6,134,4719,41338
3041,2025-05-09,Study Table,Furniture,West,10,39449,16,489,9089,394490
3042,2023-09-29,Coffee Table,Furniture,North,14,27847,11,237,8094,389858
3043,2025-05-18,Dining Table,Furniture,North,16,45761,14,99,7013,732176
